ORDER,VINS
43951,KMHL34J27NA239411
,KMTG34TA3NU086584
,1FMCU9GN3PUA01018
,1FTFW1E57PFA27478
,1FTFW1E55MFB17479
,1N6AA1ED0MN521115
,1GKS2CKL7NR325490
,1FMCU0F77JUA22878
,1FMEE5EP5MLA42531
,1C4RJKDG7N8508157
,1FM5K8GC7LGA32689
,5TDYRKEC6PS165212
,
43999,1FMCU9G93GUA93105
,3FMCR9B64MRA60311
,1FTEW1E46LFA54734
,3FTTW8E30PRA38917
,1FTER4FH3KLA66561
,WMW33DH04P2T26735
,1C4PJMBB0HW562121
,1GNEVKKW6LJ209320
,1FTEW1E40LFB77395
,1GTU9FEL9LZ322973
,3GTP9EEL7LG198158
,
44030,1FTEW1EG3GFD15172
,1C4JJXR67PW703149
,3GTP9EEL7LG198158
,1FTER4FH3KLA66561
,1C4HJXEG8JW317649
,1FAHP3F23CL454504
,5N1BT3CBXPC782066
,1GTU9FEL9LZ322973
,5NMP4DGL4RH002518
,1GYS4DKL6MR388066
,2T3S1RFV2MW195209
,KNDNB4H34P6191306
,
44068,1C4PJLDB4HW522633
,2FMPK4J98PBA24855
,1FTFW1ED4MFB33888
,1C4HJXFN0LW282606
,1FMEE5DP1PLB18526
,1FTEW1EG2KFA15146
,2FMHK6C85GBA11288
,1FATP8FFXK5204688
,5N1AZ2MH9FN269739
,5YJ3E1EB1JF114090
,1FT7W2BT8GEC14070
,JN8AY2DB2M9794106
,
44137,1FTFW1E55PFA63346
,1C4RJKBG3M8122868
,1FTBF4XV0JKA37801
,1FMEE5DP0PLB35494
,1FTEW1E46LFA54734
,1FTEW1EG1GFB94299
,1FTYR2YM1JKA79681
,1N6BF0KM8KN807103
,JN8AZ2NE1K9235262
,1FTBR1YGXLKA35837
,1FTYR1YG8JKA87510
,3FA6P0LU3JR274465
,1FTFW1CT0DKD40201
,1FBAX2X80MKA32291
,
44171,KMHL34J27NA239411
,3FTTW8E30PRA38917
,1C4PJLDB4HW522633
,3FMCR9B64MRA60311
,1FTFW1ED4MFB33888
,JN8AY2DB2M9794106
,
BASELINE 5.29,3FMCR9G62RRE51084
,2FMPK4G91RBB19820
,1FMCU9PA2RUA63090
,1FMDE8BH7RLA71403
,1FMCU0GN4RUB24244
,1FMUK8DH6SGA08653
,1FMUK8KH8SGA24100
,1FMJU1RG3REA98547
,1FMUK8DH4SGA51792
,3FMCR9G67RRF37930
,1FMEE9BP4RLA76365
,3FMCR9C6XRRF55103
,1FMUK8KH8SGA96155
,1FMCU0MN1SUA19817
,1FMCU9GN5SUA21408
,1FMCU0GNXSUA16250
,1FMCU9GN4SUA25157
,3FMCR9C67RRF19319
,1FMUK8DH1SGA43293
,1FMDE7AH1RLB28786
,1FMCU0MZ0SUA34019
,1FMCU9GN6SUA35401
,1FMCU9GNXSUA34364
,1FMCU9GN5SUA15771
,1FTYE1Y89RKB87616
,1FMCU0GN0SUA67904
,1FMCU0GN0SUA68843
,1FMCU0MN9SUA48322
,1FTEW3K80SKD03635
,1FTFW2L54SKD10767
,1FTMF1LP9SKD30144
,1FMWK8GC1SGA63049
,1FA6P8TH1S5107902
,3FMCR9BN6SRE13653
,3FMCR9BNXSRE14367
,3FMCR9BNXSRE14479
,3FMCR9DA2SRE14549
,1FTFW2L5XSKD30053
,1FMWK8GC7SGA76498
,3FMCR9CN3SRE03256
,1FTEW1LP1SKD31261
,1FTEX2LPXSKD40799
,3FMCR9DA9SRE20929
,1FTFW3L80SKD30451
,1FTMF1LPXSKD40083
,1FTYE1Y88SKA15101
,3FMTK1SU4RMA50337
,1C4RJFJG8LC387001
,1FMCU0GN7SUA82982
,1FMCU0MN0SUA67292
,1FMCU9GN0SUA68569
,1FMEE8BP1SLA47017
,1FTFW3LD4SFA53647
,1FTFW3LD5SFA52345
,1C6HJTFG6LL129134
,1FM5K8HTXKGA56935
,1FT8W2BT8SEC48670
,3FMCR9B66NRD07684
,3VW5DAAT8KM500087
,5N1AT3AB3MC848905
,1FMEE9BPXSLA52142
,1C4RJFBG7MC771819
,1C6SRFFT2PN601370
,3KPF44AC5NE500538
,3VV3B7AXXMM131128
,1FMCU0GN4SUA83247
,1FMCU9GN7SUA80296
,1FTBR1Y83SKA14545
,1FTEW1EP8NKE82437
,1FTFW3L57SKD67003
,1FTFW3L57SKD74713
,WBX73EF00P5W86745
,WMZ53BR04N3N55681
,1C6JJTBG7LL123317
,1GKS2CKL7NR325490
,1C4PJMBX7ND517681
,1V2TE2CA1MC235265
,2C3CDXMG8NH139155
,5TFCZ5AN4KX198909
,1FMCU9GN0SUA78261
,1FMCU9GN5SUA90339
,1FMEE8BP6SLA48101
,1FTFW3L53SKD75387
,1FTMF1LP0SKD68247
,3FMCR9CN0SRE43567
,3FMCR9CN5SRE36971
,1FA6P8CF2S5400545
,1FTFW3L59SKD73966
,3FMCR9DA4SRE43535
,JTHC81F24M5044739
,5FPYK3F72PB010423
,5N1BT3BAXPC748010
,1FM5K8GC7LGA32689
,1FMEE9BP6SLA51652
,1FMWK8GC5SGB72646
,5NMJECAE9PH184172
,5XYP3DHC9NG243822
,WMWLU5C54H2E82221
,1FT6W3L76SWG01710
,2C3CDZGG4MH610997
,2C4RC1GGXNR114740
,1FMDE5CPXPLB19817
,2HGFE2F5XNH540602
,WA1BNAFYXK2084326
,1FA6P8K02K5503106
,1FMCU0F77JUA22878
,1GNERGKW9LJ236920
,1FMEE5EP5MLA42531
,3VVPX7B27NM082266
,JN1BY1PP9HM170438
,5XYRKDLF4PG244750
,1FT8W2BM2SEC97324
,1FTFW5L55SKD52026
,1C4RJFBG3MC774555
,1FBAX9CG3SKA44731
,1FMCU0H65MUA46041
,1FT8W2BM6SEC88724
,1FTEW1E45KFC11281
,1FTEW1EG6KFA10712
,1FTEW1EP4MFB86838
,1N6ED1EK6PN604723
,5YJ3E1EB1JF114090
,5YJSA1E27HF191676
,JF2SJAEC3JH447182
,1FT8W3DM6SEC97510
,1FMSK8FH1PGA23606
,1FTFW1E55PFA63346
,1FTFW1E57PFA27478
,KMHL34J27NA239411
,WMW33DH04P2T26735
,1HGCV2F34KA019175
,JF2GTHNC4NH223613
,1FTEW1E42LFA55329
,1FTFW1E54MFB55138
,1FTMF1L51SKD92989
,3VV0B7AX4MM156755
,58ADZ1B13NU130880
,5N1BT3CBXPC782066
,1FMCU0GN0SUB03459
,1FMCU0GN1SUB04233
,1G1ZE5ST2HF127928
,1C4RJKDG7N8508157
,1FMCU0GNXSUB03100
,1FMCU0GNXSUB03808
,1FMCU9GN3PUA01018
,1GNEVKKW6LJ209320
,5LMJJ2TT1LEL09124
,1C4RJKBG3M8122868
,1FMJK2A83PEA16085
,1FTFW1E55MFB17479
,1GTU9FEL9LZ322973
,1HGCY1F32PA002741
,1N6AA1ED0MN521115
,3FMCR9B62NRD25325
,3GNAXKEV8NS178309
,3KPF54AD2PE568711
,1FMCU0GN7SUB04463
,1FMCU0GN9SUB03315
,1FT8W2BT9SEC91639
,3FMCR9B60PRE20713
,3FTTW8E30PRA38917
,3FTTW8JA0SRA78850
,3FTTW8JA7SRA81664
,1FMCU0GN3SUB04511
,1FMCU0GN8SUB04438
,1FT8W3DT5SED16412
,1FTBF4XV0JKA37801
,1GYS4DKL6MR388066
,2T3S1RFV2MW195209
,5TDYRKEC6PS165212
,1C4PJLDB4HW522633
,1FMCU0GN3SUB04038
,1FMCU0GN6SUB03837
,1FMEE5DP0PLB35494
,1FT8W3BM7SEC92495
,1FTER4FH3KLA66561
,KMTG34TA3NU086584
,2FMHK6C85GBA11288
,2LMPJ8LP3KBL51280
,3FMCR9B64MRA60311
,KNDNB4H31R6305894
,1FT6W3LUXSWG12540
,3GTP9EEL7LG198158
,1C4JJXR67PW703149
,1FTEW1E46LFA54734
,5NMP1DGL9RH045244
,5NMP4DGL4RH002518
,1FATP8FFXK5204688
,5N1AZ2MG3JN152318
,1C4HJXEG8JW317649
,1C4HJXFN0LW282606
,1FATP8UH5J5168010
,1FMEE5DP1PLB18526
,1FTEW1EG1GFB94299
,1FTEW1EG2KFA15146
,1FTFW1ED4MFB33888
,1FTYR2YM1JKA79681
,1N6BF0KM8KN807103
,2FMPK4J98PBA24855
,JN8AY2DB2M9794106
,JN8AZ2NE1K9235262
,KNDNB4H34P6191306
,KNDNB4H3XN6124254
,1FBAX2C80LKA14345
,1FTBR1YGXLKA35837
,1FTYR1YG8JKA87510
,3FA6P0LU3JR274465
,5N1AZ2MH9FN269739
,1FMCU0GN0SUA88364
,1FMCU0GN0SUB04238
,1FMCU0GN3SUB03830
,1FMCU0GN4SUB03741
,1FMCU0GN8SUB03693
,1FMCU0GN9SUB04223
,1FMCU0GN9SUB04349
,1FMCU9GN6SUB03924
,1FMJU1M89SEA20800
,1FT8W3BM4SEC94107
,1FTYR1YG7JKB52122
,3FMTK3SU3SMA19646
,1FTEW1E87PFB32107
,3FMCR9BN4SRE48465
,3FTTW8H33SRA91230
,3FTTW8H34SRA95867
,1FMCU0F76GUA97922
,2FMPK4J82GBC20412
,5FNRL5H91GB027962
,1FTFW1CT0DKD40201
,1C4BJWEG0HL536858
,1FBAX2X80MKA32291
,1FTEW1EG2HFC89262
,1FMCU0GN6SUB04504
,1FT8W3BT9SED35192
,1FTFW3L53SKE45048
,3FMCR9BN3SRE59277
,3FMCR9BN6SRE60603
,3FMCR9BN7SRE60321
,3FMCR9BN9SRE60160
,3FMTK4SX5SMA16280
,3FTTW8A37SRA89829
,3FTTW8H38SRA78800
,
44226,5N1AT3AB3MC848905
,1G1ZE5ST2HF127928
,5NMP1DGL9RH045244
,5N1AZ2MG3JN152318
,1FTEW1E87PFB32107
,2FMPK4J82GBC20412
,1C4BJWEG0HL536858
,3N1AB8CV4PY297409
,1FTEW1EG2HFC89262
,1GKKNXLS4KZ126607
,3FA6P0H96GR403005
,1FMEE5DH0NLB16272
,1FMEE5DP2NLA97909
,1FTER4FH3KLA64485
,1FTER4FH5KLA58588
,1FTEW1EG7JKC67156
,1FTFW1E57MFB96136
,3FMCR9B68NRE16258
,5XYP2DHC4LG008258
,1C4HJXDN4MW706521
,1C4HJXFN8LW301208
,1C4SJSBP0PS540992
,1FA6P8CF0L5184034
,1FTEW1E53JFB46938
,1GCPYFED5NZ227760
,3FMCR9C6XMRA58304
,3GNAXJEVXJS510402
,
44270,1C4JJXP69PW564824
,1FMCU9G67NUB71940
,1FMCU9G68MUA22743
,1FMJU2AT6LEA39336
,1FMSK8DH0PGB24655
,3FTTW8E31PRA29868
,3N1CP5DV4LL499407
,
44326,1FMCU9H96NUA00136
,3FMCR9F91MRA50419
,3FTTW8E33PRA19682
,3N1CN8EVXML878239
,1FMCU0HD6JUA22857
,1N4AL2AP0CC158236
,2FMPK4J93PBA46214
,3FA6P0D91GR303612
,
44379,3FA6P0HD9GR366908
,
44425,1FA6P8CF1K5103959
,1FM5K8GTXJGB13652
,1FTEW1E84NFA07157
,3FMCR9C67MRA68241
,MAJ6S3FLXLC321253
,
44467,1FMCU0GD1JUD29158
,1HGCR2F13HA035069
,JTND4MBE2P3208245
,KM8R7DGE4PU508322
,
44511,1FT8W2BTXREC48387
,5J6RW2H83KA003896
,1C4JJXP60MW799608
,5NMS3DAJ9MH311625
,2C3CDZFJ7MH651718
,3PCAJ5M36KF104015
,3VWE57BU0KM160375
,KM8R54HE0NU445348
,
44566,1FMJK2AT8MEA69834
,1FTER4FH6KLA71267
,1FTEW1EG3JFE00732
,3FMCR9B61NRE09393
,
44621,1FMDE5BH0MLA93699
,1N6ED1EK1NN610829
,1FMCU9G68NUB94322
,1FMCU9J91HUE33779
,1FMSK8DH9NGC51918
,1GKKNSLA8KZ180180
,2FMPK4K98KBB41844
,5LMJJ3LGXPEL01845
,KM8R54HE3MU209839
,
44674,3FMCR9D9XPRE32312
,1FA6P8R07P5501395
,1FM5K8GCXLGA08192
,1FMCU0E16RUA20791
,1FMCU0G65NUA69337
,1FTFW1E51MFA89762
,
44687,1FMCU9GD7KUA37973
,1FMEE5DH8NLB44417
,1FMEE5DP7NLB30015
,1FTER4FH5KLA08659
,1FTEW1E48LFC04200
,4S4BTGPD0N3241074
,4T1G11AK1MU447304
,JN1BJ1CW4NW680584
,
44761,1FTFW1E55NKD39254
,3FMTK3R79MMA10114
,4T1C11BK0PU081711
,
44794,1C4RJFBG8MC599686
,1FA6P8TH2K5186500
,1FMCU0BZ5LUC55328
,3LN6L5E90LR602337
,1FMSK8DH2NGA85693
,1N4AA6EV1PC501289
,2HKRW2H91LH643386
,3FMTK4SE3NMA46977
,1FMCU9J91KUB43369
,1FMJK1KT9JEA37401
,3GNAXKEVXKL392563
,
44910,5NTJDDAF2NH002265
,1C4JJXR65PW584808
,1FMCU9GD4HUB95115
,1FMJU1JT2MEA73625
,1FM5K8F88GGB80675
,
44948,1FMJU1JTXKEA82991
,
45007,1C4RJFBG7JC245668
,1FTVW1EL7PWG52036
,1C4HJXDM8LW318312
,JTEBU5JR3H5474056
,MAJ6S3KL3MC397632
,1FTEW1EP3LKD96479
,4T1BF1FK4FU011215
,
45041,1C4RJFBG1HC751295
,MAJ6P1WL1JC234134
,4S3BWAC69M3006994
,5TDDY5G11LS177289
,
45089,5XYPK4A59GG117249
,5XYPH4A52HG225387
,1FTEW1EP0JFE03166
,JTEKU5JR9N6022750
,W1N4M4HB5LW022816
,1FM5K8F85KGB12097
,
45147,1FTEX1EP0FKE10159
,1FTEW1E53KKE49033
,5XXG34J22PG218608
,
45193,55SWF4KBXHU195101
,1FMCU0G64MUB34466
,3N1CP5DV7RL511316
,1FM5K8F84HGA59823
,1FMSK8FH6NGB82036
,1FTRF12237KD60565
,3FMTK1RM0NMA15276
,5GAKVCKD8HJ240271
,5YFEPMAE7NP356347
,JHLRW2H96KX014647
,1C4PJMBS2HW628720
,1FTER1FH0PLE05704
,3C4NJDCB3KT619849
,KNDNB4H30R6424973
,ZACNJDD11MPN33503
,
45242,1C4HJXEG2JW287869
,1GCUYEED2KZ253578
,2C4RC1L76NR164167
,3GCUDGED7PG265708
,1C4NJRFB1FD439225
,
45279,3TYAX5GN6PT077451
,1FMDE1AP6RLA56665
,1C6HJTAG8ML592921
,1FMCU0BZ8NUA36656
,1FTFW1E59MFC31212
,JTMJFREVXJD243661
,WBA8B9G33HNU54210
,1FTFW1E52PFB69575
,2HKRM4H79EH714353
,
45319,1FTBR1Y80PKA55237
,1HGCY1F36RA055932
,1N4BL4BV1RN411252
,3FADP4EJ1KM154857
,
45361,1FTEW1E87PFB32107
,1GCPYFED5NZ227760
,3FTTW8E31PRA29868
,1FMCU9G68MUA22743
,3N1CP5DV4LL499407
,KM8R7DGE4PU508322
,1FMSK8DH9NGC51918
,5LMJJ3LGXPEL01845
,1FMDE5BH0MLA93699
,1FMEE5DP7NLB30015
,1G1ZD5ST0NF101598
,3KPF24AD2RE783131
,3MW39FS02P8D51749
,KL77LJE2XRC022814
,W1K5J4GB5PN357159
,1C4PJXDN4RW112692
,5FNRL6H87RB022989
,1FMCU0G63NUA97329
,3GNKBBRA0KS610414
,1FM5K8D89FGA60210
,1FMEE5DH8NLA81738
,1FMJU2AT7KEA02259
,2C3CDXBG8NH157383
,
45384,1FAGP8UHXR5127157
,5N1BT3BBXPC852781
,5YFBU4EE6DP173803
,
45419,1C4HJXDG2JW305627
,3FA6P0H74FR234230
,4S4WMAMD0N3469009
,1C4HJXCG7JW174387
,1FMCU0F75EUD29617
,1GCPYBEHXMZ173012
,3VV3B7AX6KM196670
,5TDKDRAH3PS008347
,KNMAT2MT3LP513444
,
45470,1FMCU9GN1RUA78232
,1FMCU0G69LUA59861
,1FTFW1R68CFA10511
,3FMTK3SU4MMA43067
,4S4BSBLC6F3290221
,5XXG14J24NG145745
,WAUB4AF43KA118938
,WBXHT3C38H5F72651
,1FMSK8KH4PGC06116
,
45515,3CZRU6H56JM706929
,1FATP8UH1P5107441
,1FATP8UH8P5107761
,1FMJU1J81REA09675
,1GCNCPEA1DZ263462
,1FTFW1E87NKE56876
,3FMTK1S54RMA11191
,WDDGF4HB6CA643421
,1FMCU9DZ2MUA85724
,1FTEW1EP7PKE04248
,2C4RC1CG4PR520697
,3N1AB8CVXMY323393
,5J8TC2H5XML044688
,KL79MTSL2PB150398